,MO,SLAT,SLON,MAG
52538,7,40.68,-74.28,1
52539,5,41.7292,-77.9733,0
52540,6,40.73,-74.83,0
52541,6,41.67,-76.28,1
52542,7,41.78,-76.8,0
52543,6,42.52,-77.17,1
52544,7,43.19,-75.48,1
52545,7,40.7,-79.95,1
52546,7,43.42,-73.27,0
52547,6,41.62,-76.05,3
52548,7,41.7913,-78.0053,0
52549,7,41.0,-74.28,0
52550,7,42.06,-77.129,1
52551,8,41.23,-80.57,0
52552,7,42.4,-79.23,1
52553,7,42.12,-77.02,1
52554,6,41.55,-75.77,1
52555,7,42.095,-76.921,1
52556,8,41.65,-75.6,0
52557,7,41.12,-79.5,1
52558,7,42.106,-76.6947,1
52559,7,41.67,-78.83,0
52560,8,40.57,-74.75,1
52561,6,40.67,-79.67,0
52562,7,43.15,-75.98,0
52563,7,42.03,-75.76,0
52564,7,43.08,-76.0,0
52565,6,41.28,-76.73,1
52566,8,42.87,-76.98,1
52567,7,41.78,-75.87,1
52568,6,41.28,-76.73,1
52569,7,41.01,-75.9,1
52570,6,42.17,-75.08,1
52571,8,42.48,-76.3,0
52572,6,42.67,-74.72,1
52573,8,41.1642,-80.7037,0
52574,8,43.17,-73.58,1
52575,9,40.5468,-73.9329,1
52576,6,40.48,-78.9,0
52577,8,43.17,-78.7,0
52578,4,42.2472,-75.452,0
52579,8,43.17,-78.7,0
52580,7,41.67,-80.43,1
52581,5,41.92,-80.3,1
52582,9,41.22,-75.28,1
52583,8,42.43,-79.33,1
52584,8,43.02,-78.8,0
52585,9,40.62,-74.43,0
52586,8,41.62,-79.1,1
52587,9,40.63,-74.32,1
52588,9,40.65,-73.68,2
52589,9,41.87,-80.13,0
52590,9,40.63,-78.65,1
52591,9,40.7,-78.62,2
52592,9,41.03,-76.88,1
52593,9,41.5,-78.13,1
52594,9,41.08,-76.83,1
52595,7,41.45,-76.93,0
52596,5,41.37,-81.27,1
52597,7,41.52,-76.67,1
52598,5,41.73,-80.15,0
52599,5,41.47,-81.07,2
52600,7,41.57,-76.6,0
52601,5,41.5,-74.15,0
52602,5,42.2,-73.43,4
52603,7,41.1,-80.87,1
52604,5,41.47,-73.25,1
52605,7,41.68,-79.42,1
52606,5,42.2,-73.78,2
52607,5,41.82,-73.97,2
52608,5,41.73,-73.92,0
52609,6,41.63,-74.6,0
52610,6,40.78,-80.77,0
52611,6,41.28,-73.93,1
52612,7,40.95,-80.73,0
52613,6,41.3,-76.92,1
52614,7,40.72,-73.45,1
52615,4,41.03,-80.53,2
52616,4,41.02,-80.52,0
52617,7,40.73,-73.32,0
52618,4,40.92,-80.03,0
52619,8,43.42,-76.13,0
52620,5,40.88,-76.53,0
52621,6,41.53,-80.17,0
52622,10,40.58,-74.15,1
52623,4,41.45,-74.42,0
52624,6,41.25,-78.73,1
52625,6,41.62,-73.32,1
52626,5,40.72,-76.12,1
52627,7,40.97,-75.28,0
52628,7,41.57,-73.42,0
52629,6,42.73,-77.4,1
52630,7,41.02,-77.53,0
52631,6,41.63,-76.23,1
52632,8,41.03,-78.7,1
52633,8,41.5,-79.02,1
52634,7,41.32,-76.92,1
52635,7,41.33,-73.22,1
52636,9,40.97,-76.92,1
52637,7,42.98,-77.4,1
52638,7,43.48,-76.73,0
52639,7,41.08,-79.32,2
52640,9,42.83,-75.98,0
52641,4,41.25,-80.47,0
52642,7,40.93,-78.95,2
52643,4,41.28,-80.17,1
52644,8,43.47,-76.23,0
52645,8,43.72,-76.07,0
52646,7,40.57,-78.3,1
52647,4,42.55,-78.63,0
52648,8,43.65,-76.1,0
52649,4,40.85,-80.07,1
52650,8,43.07,-76.27,0
52651,7,40.55,-78.75,2
52652,8,43.07,-76.17,1
52653,4,40.8,-81.32,1
52654,8,42.98,-78.58,1
52655,8,43.0,-75.17,1
52656,4,41.03,-80.87,2
52657,8,42.75,-74.1,0
52658,9,41.63,-79.68,0
52659,4,40.58,-79.48,0
52660,4,41.8,-81.0,2
52661,9,41.57,-81.22,0
52662,7,41.1,-78.88,0
52663,9,43.0,-78.18,1
52664,6,43.17,-76.35,0
52665,9,41.13,-80.02,1
52666,7,42.47,-77.78,0
52667,10,41.77,-75.03,1
52668,7,42.12,-79.42,1
52669,9,42.3,-78.02,2
52670,5,41.9,-80.13,1
52671,4,42.33,-78.12,2
52672,9,42.52,-77.28,0
52673,10,40.48,-74.77,3
52674,8,43.13,-75.58,0
52675,9,41.42,-78.73,3
52676,5,41.8863,-79.3588,0
52677,7,40.5,-81.2,1
52678,9,43.93,-74.77,1
52679,9,43.15,-78.75,1
52680,5,41.9116,-79.0867,1
52681,9,41.65,-74.7,1
52682,10,41.12,-74.15,0
52683,10,42.6,-73.2,1
52684,5,42.8457,-74.2034,2
52685,9,42.08,-73.95,1
52686,10,40.65,-74.27,0
52687,11,40.83,-77.67,0
52688,8,43.45,-75.2,0
52689,4,40.57,-79.23,2
52690,3,41.07,-76.25,1
52691,9,43.03,-78.9,0
52692,5,42.5262,-74.579,1
52693,4,42.47,-79.17,0
52694,6,41.23,-80.23,2
52695,8,42.42,-78.5,0
52696,4,41.02,-75.18,1
52697,4,42.5,-78.65,1
52698,11,40.63,-77.57,1
52699,6,42.3,-76.7,1
52700,5,42.7865,-73.8085,1
52701,4,40.77,-78.97,1
52702,9,42.27,-79.47,1
52703,4,42.63,-77.62,1
52704,4,42.95,-73.4,1
52705,6,40.7811,-77.7402,1
52706,7,41.7,-76.62,1
52707,11,41.17,-77.35,1
52708,4,40.62,-78.72,1
52709,5,43.3,-75.52,1
52710,8,41.4,-81.1,1
52711,7,40.6822,-74.4528,0
52712,11,40.8,-81.25,2
52713,5,42.1,-79.5,2
52714,4,40.7,-77.97,0
52715,5,43.28,-76.15,0
52716,4,41.08,-76.58,1
52717,11,41.18,-77.28,1
52718,7,41.1,-73.63,0
52719,4,43.0,-76.53,1
52720,6,40.77,-76.9,1
52721,5,42.12,-80.0,1
52722,5,43.02,-74.38,1
52723,7,40.9,-80.4,1
52724,5,42.65,-78.88,0
52725,4,40.75,-80.33,1
52726,6,44.1,-73.2,1
52727,7,40.493,-81.112,1
52728,11,41.27,-77.18,1
52729,5,42.65,-78.4,1
52730,5,42.13,-76.27,1
52731,7,40.5086,-80.9494,0
52732,7,42.65,-78.45,1
52733,7,41.72,-80.2,1
52734,4,40.7,-79.4,2
52735,7,43.3243,-77.7165,0
52736,7,40.694,-80.943,0
52737,8,41.45,-80.22,1
52738,6,42.63,-78.55,0
52739,11,42.43,-75.6,0
52740,5,42.15,-76.08,0
52741,7,41.6767,-77.9897,1
52742,11,40.8,-75.53,2
52743,4,40.73,-79.73,2
52744,8,42.03,-73.3,2
52745,5,41.98,-75.5,0
52746,11,40.85,-75.43,1
52747,7,42.05,-77.55,1
52748,5,42.67,-74.97,0
52749,8,41.3,-77.0,2
52750,4,40.82,-75.58,2
52751,10,40.9317,-74.0926,1
52752,5,41.33,-77.77,1
52753,6,40.8,-80.7,1
52754,5,41.1,-78.9,1
52755,5,41.87,-75.2,1
52756,7,42.12,-73.6,1
52757,7,42.17,-73.22,2
52758,7,43.0,-75.67,0
52759,6,41.1,-81.05,1
52760,5,41.55,-73.67,1
52761,5,41.48,-73.42,1
52762,7,42.42,-78.67,3
52763,6,40.78,-80.77,0
52764,7,42.4,-73.43,1
52765,5,41.48,-73.22,0
52766,7,42.4,-73.42,2
52767,7,41.6,-80.95,2
52768,6,40.75,-80.17,1
52769,6,41.67,-80.43,1
52770,6,40.5,-79.92,1
52771,7,40.82,-80.68,2
52772,7,42.08,-77.93,0
52773,6,41.17,-75.9,1
52774,7,41.9,-77.13,1
52775,6,41.1,-81.3,1
52776,7,41.53,-78.02,0
52777,7,41.2,-77.38,1
52778,6,41.02,-80.95,1
52779,7,41.7,-79.78,1
52780,7,40.85,-80.0,2
52781,8,42.4,-79.08,2
52782,7,40.95,-76.88,0
52783,7,40.95,-76.88,0
52784,7,40.85,-75.15,2
52785,7,40.9,-76.8,0
52786,8,41.38,-73.55,1
52787,7,40.92,-74.75,2
52788,8,41.42,-76.58,1
52789,8,41.42,-76.58,1
52790,8,40.97,-76.0,1
52791,7,40.57,-79.23,2
52792,8,41.38,-76.48,1
52793,7,40.87,-76.25,2
52794,8,42.0,-73.3,1
52795,8,41.9,-79.85,2
52796,7,40.77,-75.58,3
52797,9,40.97,-75.97,2
52798,9,41.13,-74.38,1
52799,5,40.8,-81.2,1
52800,7,41.62,-79.77,2
52801,9,42.65,-79.03,0
52802,5,42.27,-79.27,2
52803,8,41.4,-79.85,2
52804,4,41.03,-76.67,0
52805,9,41.52,-80.38,1
52806,4,41.23,-81.05,0
52807,6,43.0,-76.7,3
52808,4,40.75,-80.22,1
52809,9,43.0,-77.65,1
52810,6,42.02,-79.63,3
52811,4,41.25,-80.88,0
52812,5,40.92,-77.77,0
52813,9,43.32,-76.42,1
52814,6,42.42,-76.53,1
52815,10,40.87,-74.88,2
52816,7,41.8,-81.25,2
52817,4,40.6,-75.5,1
52818,7,43.62,-75.4,1
52819,4,41.2,-76.4,2
52820,7,41.42,-74.4,1
52821,7,42.12,-79.3,1
52822,7,43.1,-78.92,1
52823,6,42.27,-75.48,0
52824,7,42.48,-79.23,0
52825,6,43.2,-75.05,1
52826,6,42.93,-73.25,1
52827,6,41.98,-73.42,1
52828,5,42.07,-80.03,2
52829,6,42.93,-74.18,0
52830,7,41.9,-80.38,1
52831,6,41.57,-73.6,1
52832,5,41.63,-79.68,0
52833,6,41.53,-73.42,0
52834,7,41.83,-79.38,1
52835,5,42.15,-79.62,3
52836,7,41.37,-79.28,0
52837,7,42.17,-79.4,1
52838,7,41.83,-80.25,0
52839,7,41.83,-79.4,1
52840,5,41.93,-77.45,2
52841,7,40.92,-73.92,2
52842,7,40.63,-80.08,1
52843,7,42.97,-76.43,1
52844,5,42.03,-76.68,3
52845,8,42.17,-77.98,1
52846,8,42.67,-78.88,3
52847,5,42.0,-76.53,3
52848,11,41.25,-80.47,2
52849,8,40.85,-79.88,1
52850,5,43.17,-76.62,3
52851,8,40.52,-78.87,1
52852,11,41.52,-80.05,1
52853,8,41.27,-79.02,1
52854,5,43.23,-76.3,3
52855,5,42.95,-74.3,0
52856,5,43.22,-77.28,1
52857,5,43.48,-75.37,3
52858,8,41.75,-77.3,1
52859,5,41.32,-77.08,0
52860,7,41.03,-81.25,0
52861,5,41.1,-76.77,1
52862,9,40.68,-80.33,1
52863,7,40.63,-80.45,1
52864,9,40.7,-73.5,2
52865,7,40.88,-80.48,1
52866,6,41.87,-80.13,3
52867,7,40.8,-80.42,1
52868,7,40.8,-79.3,1
52869,7,40.9,-74.4,1
52870,7,42.0,-80.42,1
52871,7,41.92,-74.57,0
52872,7,40.83,-74.12,1
52873,5,42.92,-73.77,3
52874,7,40.5,-77.32,1
52875,7,41.1,-73.43,2
52876,8,40.72,-75.57,1
52877,5,42.73,-73.87,1
52878,7,41.42,-74.13,2
52879,8,40.6,-75.37,1
52880,5,42.47,-74.85,0
52881,8,43.73,-76.2,1
52882,5,42.38,-79.43,1
52883,7,41.38,-73.75,2
52884,5,41.5,-77.13,1
52885,8,41.2,-75.42,0
52886,8,40.95,-73.7,1
52887,5,42.07,-76.15,3
52888,5,42.7,-74.03,0
52889,8,43.1,-74.1,0
52890,5,41.58,-73.82,0
52891,8,42.92,-78.7,2
52892,5,41.82,-74.32,0
52893,5,42.62,-75.6,2
52894,5,42.62,-75.53,0
52895,7,40.48,-75.7,2
52896,5,42.73,-78.52,2
52897,5,42.53,-74.97,0
52898,7,40.47,-75.63,2
52899,5,41.47,-80.22,3
52900,7,41.28,-76.15,2
52901,5,42.53,-75.1,3
52902,7,43.05,-75.38,0
52903,5,43.47,-76.43,0
52904,5,41.33,-75.77,0
52905,6,41.75,-74.77,2
52906,7,43.0,-75.43,0
52907,5,42.58,-73.65,2
52908,7,43.52,-73.27,0
52909,7,43.47,-75.1,0
52910,5,41.48,-78.68,1
52911,8,41.7,-80.9,1
52912,8,40.8,-79.17,0
52913,5,41.43,-78.75,0
52914,4,43.37,-73.72,0
52915,5,41.33,-75.2,2
52916,8,42.18,-77.23,1
52917,5,41.83,-80.55,4
52918,8,44.47,-75.23,1
52919,5,41.32,-78.1,1
52920,5,41.43,-81.0,3
52921,8,41.67,-73.17,1
52922,5,41.3,-75.1,3
52923,9,41.15,-75.4,2
52924,5,41.65,-80.42,2
52925,2,40.6,-74.87,2
52926,5,41.48,-80.52,4
52927,2,40.58,-74.8,1
52928,2,40.67,-74.97,1
52929,5,41.7,-80.15,3
52930,5,41.23,-76.98,1
52931,5,41.93,-79.95,4
52932,5,40.5,-75.67,1
52933,5,40.8,-74.5,3
52934,5,41.68,-80.72,2
52935,5,41.72,-79.8,3
52936,5,40.85,-74.72,3
52937,5,42.03,-79.23,3
52938,6,41.2,-81.43,3
52939,5,41.2,-81.15,5
52940,6,40.93,-80.92,1
52941,5,41.55,-79.62,4
52942,5,41.8,-79.38,1
52943,6,44.42,-73.17,1
52944,6,41.72,-76.82,0
52945,5,41.57,-78.95,2
52946,6,40.67,-75.33,1
52947,5,41.68,-79.48,3
52948,5,41.18,-78.67,4
52949,6,41.98,-73.43,1
52950,6,40.7,-74.27,1
52951,5,40.88,-80.85,2
52952,5,41.22,-79.8,2
52953,6,40.77,-74.25,1
52954,6,42.55,-74.05,1
52955,5,41.18,-79.77,0
52956,7,40.87,-81.03,1
52957,5,41.63,-79.03,4
52958,5,40.82,-80.47,3
52959,7,41.92,-78.03,1
52960,8,43.8,-74.38,2
52961,5,41.18,-77.15,3
52962,8,42.9,-73.55,2
52963,5,40.63,-79.0,0
52964,5,44.8,-75.03,1
52965,5,41.07,-76.13,1
52966,8,42.42,-73.42,4
52967,9,40.65,-73.5,2
52968,9,41.03,-73.62,1
52969,10,41.1,-79.65,1
52970,4,42.05,-79.17,1
52971,4,41.42,-76.55,2
52972,4,40.82,-74.83,2
52973,5,41.47,-81.15,1
52974,6,42.25,-73.83,3
52975,6,41.5,-74.5,2
52976,7,41.47,-79.13,1
52977,7,41.6,-73.28,1
52978,7,41.8,-78.03,1
52979,7,43.3,-73.98,1
52980,8,42.83,-73.5,1
52981,9,40.92,-73.85,1
52982,2,42.17,-78.5,1
52983,5,41.18,-75.43,1
52984,6,40.9,-75.32,1
52985,6,41.68,-81.05,2
52986,6,41.72,-80.23,1
52987,6,41.55,-80.38,1
52988,6,41.5,-79.88,0
52989,6,41.85,-79.33,1
52990,7,40.7,-75.5,0
52991,7,42.7,-75.23,1
52992,10,40.52,-74.4,1
52993,10,41.95,-73.98,1
52994,10,40.72,-73.83,1
52995,5,41.47,-80.88,1
52996,6,41.85,-80.85,1
52997,6,41.75,-74.6,1
52998,6,42.63,-75.03,0
52999,7,41.23,-76.73,1
53000,1,40.88,-84.58,1
53001,7,40.72,-84.08,3
53002,7,40.8,-84.62,2
53003,4,41.0,-83.67,2
53004,5,42.7,-84.05,2
53005,10,43.52,-83.24,1
53006,4,41.4,-82.0,0
53007,6,42.75,-84.75,1
53008,10,43.93,-82.8,1
53009,4,41.08,-81.5,2
53010,6,41.42,-81.85,2
53011,4,40.9,-81.4,1
53012,4,41.63,-83.37,1
53013,6,43.67,-84.33,1
53014,5,41.05,-84.13,0
53015,7,41.4,-82.1,1
53016,7,42.15,-83.55,2
53017,5,42.68,-83.28,2
53018,8,43.18,-83.22,1
53019,5,41.09,-83.52,2
53020,8,42.9,-84.88,2
53021,5,42.67,-82.83,4
53022,5,41.8,-83.45,2
53023,4,40.53,-81.5,1
53024,5,45.3,-83.88,2
53025,5,41.42,-81.5,1
53026,5,41.2,-83.4,1
53027,5,42.92,-82.6,4
53028,6,40.98,-84.17,2
53029,6,42.37,-83.42,0
53030,6,40.87,-83.47,2
53031,6,43.37,-83.87,2
53032,6,40.93,-83.37,2
53033,6,41.78,-83.57,4
53034,7,44.87,-83.6,1
53035,7,45.42,-83.8,1
53036,6,41.22,-83.9,4
53037,6,42.2,-84.0,3
53038,8,42.02,-83.75,1
53039,8,41.77,-84.43,2
53040,6,44.36,-84.12,0
53041,8,42.02,-83.58,0
53042,6,40.92,-84.47,0
53043,8,42.03,-83.72,1
53044,8,42.0,-84.17,3
53045,6,42.58,-83.7,3
53046,6,43.13,-82.95,1
53047,8,42.05,-83.63,1
53048,6,42.7,-84.82,1
53049,8,41.98,-83.87,1
53050,6,44.33,-83.63,2
53051,6,43.13,-82.95,1
53052,6,44.77,-83.59,1
53053,8,42.07,-83.7,1
53054,6,43.13,-82.78,2
53055,7,43.86,-84.77,0
53056,7,40.98,-81.7,1
53057,1,41.57,-83.63,0
53058,8,41.05,-83.63,1
53059,9,42.38,-83.46,2
53060,8,40.48,-82.9,0
53061,4,41.57,-83.63,1
53062,3,41.2913,-84.6113,0
53063,1,40.77,-81.73,1
53064,4,40.63,-84.2,1
53065,5,40.6336,-84.4727,0
53066,6,43.18,-83.72,0
53067,4,40.78,-84.2,1
53068,6,40.8945,-81.9295,0
53069,4,40.8,-84.05,1
53070,7,44.52,-84.5,1
53071,7,40.7305,-81.9209,1
53072,4,40.92,-84.05,1
53073,5,41.3258,-83.5346,1
53074,4,41.28,-83.48,2
53075,5,41.3029,-83.1045,0
53076,4,41.65,-83.47,2
53077,7,43.18,-84.15,1
53078,5,40.8302,-84.3991,1
53079,4,42.37,-83.63,1
53080,6,40.7395,-82.4387,0
53081,7,43.17,-84.15,1
53082,8,41.7,-84.6,2
53083,6,44.82,-83.47,3
53084,4,45.17,-83.32,0
53085,6,40.57,-81.82,1
53086,7,43.18,-83.98,1
53087,6,43.1,-83.85,5
53088,4,41.73,-85.17,4
53089,4,43.1,-84.52,1
53090,6,41.4879,-84.0131,2
53091,7,44.02,-83.68,1
53092,5,40.87,-81.85,1
53093,6,43.88,-83.33,0
53094,6,41.53,-83.87,1
53095,5,42.22,-84.8,1
53096,6,41.5512,-83.538,4
53097,6,43.15,-83.18,4
53098,7,43.25,-83.9,1
53099,4,41.8,-85.0,4
53100,5,42.22,-84.6,0
53101,6,41.9577,-84.2174,1
53102,6,40.48,-84.55,1
53103,7,43.18,-83.87,1
53104,6,42.15,-84.0,1
53105,4,42.85,-84.65,4
53106,7,44.57,-83.72,0
53107,7,43.15,-83.87,1
53108,6,41.9663,-83.7692,2
53109,6,41.52,-84.08,1
53110,4,43.38,-84.62,2
53111,6,41.9359,-83.3274,1
53112,4,42.95,-83.83,2
53113,7,43.17,-83.72,3
53114,6,40.63,-81.78,1
53115,7,42.7,-84.12,1
53116,5,41.7,-84.57,0
53117,4,43.38,-84.62,2
53118,6,40.58,-81.6,1
53119,6,40.7464,-84.13,0
53120,6,40.85,-82.68,1
53121,6,40.8295,-84.5966,0
53122,7,43.18,-83.62,3
53123,7,41.12,-84.57,1
53124,6,42.1346,-83.7483,0
53125,7,43.18,-83.37,1
53126,7,40.67,-82.85,2
53127,6,42.0467,-83.6751,1
53128,7,42.83,-83.57,1
53129,7,41.02,-83.68,2
53130,6,42.1155,-83.4135,1
53131,7,42.4,-83.25,2
53132,7,42.25,-83.22,2
53133,6,42.9943,-82.6119,1
53134,8,42.38,-83.75,1
53135,7,42.77,-82.97,0
53136,6,43.3205,-83.0706,0
53137,4,41.62,-83.58,0
53138,7,44.0327,-82.8266,0
53139,7,40.58,-83.13,0
53140,4,41.07,-82.88,1
53141,7,42.1431,-83.6136,0
53142,8,41.47,-82.18,0
53143,8,42.6633,-82.9779,1
53144,8,41.13,-81.87,0
53145,4,43.37,-84.6,2
53146,6,40.75,-82.15,1
53147,5,41.25,-84.13,0
53148,5,41.7,-84.4,0
53149,6,40.5,-82.8,1
53150,8,42.6066,-82.932,0
53151,4,43.55,-83.87,2
53152,8,41.03,-81.75,1
53153,6,40.53,-82.42,2
53154,9,40.7733,-81.9628,2
53155,8,40.77,-82.52,0
53156,5,40.93,-83.97,0
53157,6,40.5,-82.9,3
53158,4,43.57,-83.63,2
53159,9,40.4781,-81.755,1
53160,3,42.03,-84.1,1
53161,6,40.75,-84.42,1
53162,9,40.49,-81.53,1
53163,4,41.67,-83.6,4
53164,4,41.1,-81.63,0
53165,5,42.32,-83.83,0
53166,6,44.35,-83.87,1
53167,4,40.8,-84.2,4
53168,10,40.9023,-84.765,0
53169,4,41.32,-82.02,0
53170,5,42.4,-82.98,1
53171,4,40.5,-82.55,2
53172,10,40.9802,-84.6112,1
53173,4,43.37,-82.68,1
53174,4,41.07,-83.13,3
53175,6,42.05,-84.27,0
53176,6,42.2,-84.35,0
53177,4,41.82,-83.93,0
53178,4,41.23,-82.25,4
53179,8,44.58,-83.33,1
53180,4,41.23,-81.87,1
53181,8,41.42,-82.37,0
53182,5,40.98,-84.57,0
53183,10,41.0645,-84.3498,1
53184,5,40.7,-84.15,1
53185,8,43.1,-83.85,2
53186,7,41.0,-84.1,0
53187,8,41.37,-82.38,1
53188,10,40.6006,-84.2033,0
53189,5,42.67,-82.93,0
53190,5,44.97,-84.1,0
53191,8,41.5,-84.4,2
53192,10,40.6327,-84.1668,2
53193,10,43.18,-84.47,2
53194,5,42.33,-83.87,1
53195,5,44.82,-84.7,0
53196,8,40.7,-82.4,2
53197,4,40.8734,-84.6304,0
53198,5,43.08,-84.43,1
53199,5,42.15,-84.0,0
53200,5,43.07,-83.9,0
53201,10,43.78,-84.75,2
53202,6,45.52,-84.47,0
53203,5,41.1,-84.27,0
53204,4,40.5496,-84.5549,2
53205,6,43.22,-84.63,2
53206,11,41.0,-82.97,2
53207,6,43.83,-84.48,2
53208,6,42.52,-84.63,0
53209,4,40.6973,-84.4255,1
53210,6,43.32,-84.3,2
53211,11,40.5,-84.75,1
53212,4,40.59,-84.4556,0
53213,7,42.68,-83.37,1
53214,6,42.38,-84.38,1
53215,4,40.8576,-84.082,1
53216,6,42.35,-84.37,3
53217,8,42.1,-84.33,2
53218,4,41.68,-83.4134,0
53219,6,43.35,-83.25,2
53220,4,42.62,-83.93,1
53221,6,42.45,-83.88,2
53222,6,41.52,-82.95,2
53223,4,41.4781,-83.0453,0
53224,6,43.38,-82.83,1
53225,5,40.7541,-84.6896,1
53226,6,44.28,-84.22,0
53227,6,40.52,-81.65,0
53228,5,40.8801,-84.5976,0
53229,6,44.23,-84.05,1
53230,6,42.23,-83.42,2
53231,6,43.57,-83.22,0
53232,4,40.9,-83.73,0
53233,6,41.45,-82.72,0
53234,6,43.32,-83.83,1
53235,5,41.2343,-82.6909,1
53236,7,40.75,-84.1,0
53237,6,43.33,-83.08,1
53238,5,40.7845,-83.663,0
53239,5,41.1047,-81.5525,0
53240,6,44.88,-83.8,0
53241,7,41.0,-83.92,1
53242,9,41.45,-81.55,3
53243,4,41.72,-84.22,1
53244,6,44.33,-83.73,0
53245,5,42.7736,-84.265,1
53246,5,43.3,-84.55,2
53247,7,41.05,-82.73,0
53248,4,43.33,-83.72,1
53249,7,44.92,-84.17,0
53250,5,43.1,-84.85,2
53251,5,43.7086,-84.11,1
53252,4,42.32,-84.03,1
53253,8,41.03,-82.13,1
53254,7,44.9,-84.18,0
53255,5,42.88,-84.37,1
53256,7,43.74,-84.4003,0
53257,7,43.88,-83.93,0
53258,8,40.58,-83.13,0
53259,4,43.0,-84.2,2
53260,5,42.37,-83.43,0
53261,8,44.2346,-83.5483,0
53262,3,42.55,-84.53,0
53263,5,42.0,-84.18,2
53264,8,43.3378,-84.3898,0
53265,10,43.78,-84.75,0
53266,5,41.98,-84.1,2
53267,8,43.2008,-84.1374,0
53268,5,43.33,-83.2,0
53269,5,41.97,-83.97,2
53270,8,41.5306,-81.3629,1
53271,5,42.03,-83.72,1
53272,5,41.93,-84.2,1
53273,9,41.7803,-83.5614,0
53274,5,42.45,-82.95,3
53275,3,43.7124,-84.5681,1
53276,5,43.07,-83.07,1
53277,5,41.23,-84.02,2
53278,5,43.3,-84.13,2
53279,4,42.93,-84.8,4
53280,5,41.33,-83.83,3
53281,5,42.55,-83.77,2
53282,3,42.3956,-83.9571,3
53283,4,42.63,-84.73,2
53284,5,43.65,-84.23,2
53285,5,41.02,-82.6,2
53286,5,42.55,-83.75,2
53287,3,43.1261,-83.4336,2
53288,6,40.85,-84.45,1
53289,5,40.62,-82.58,1
53290,7,40.53,-84.38,0
53291,5,41.33,-81.65,3
53292,5,43.0,-83.68,4
53293,3,41.8623,-83.567,0
53294,5,42.25,-83.22,4
53295,5,44.38,-83.83,0
53296,6,44.5861,-84.5354,1
53297,7,40.97,-81.78,1
53298,7,45.07,-83.43,1
53299,6,43.18,-84.68,2
53300,5,42.83,-82.88,2
53301,5,42.807,-84.315,0
53302,7,44.8,-83.53,1
53303,7,44.87,-84.27,1
53304,5,42.832,-84.181,0
53305,6,42.9,-83.62,1
53306,9,42.75,-84.6,1
53307,5,43.0671,-83.7173,1
53308,7,41.4,-82.2,1
53309,3,41.98,-83.45,2
53310,6,42.47,-84.52,1
53311,5,42.83,-84.029,1
53312,8,42.15,-83.38,1
53313,4,41.78,-84.6,1
53314,7,40.65,-83.5,1
53315,5,42.8519,-83.7734,2
53316,4,43.35,-82.88,1
53317,7,42.27,-83.68,0
53318,4,41.7,-84.3,1
53319,5,42.896,-83.574,2
53320,7,43.25,-83.5,1
53321,4,42.7,-83.3,0
53322,7,41.08,-82.4,1
53323,5,42.43,-84.5,0
53324,4,42.37,-83.42,0
53325,6,40.72,-84.68,0
53326,7,41.12,-82.3,0
53327,5,40.8,-81.9,2
53328,5,43.08,-82.48,1
53329,5,40.8,-81.9,1
53330,6,41.1852,-84.109,0
53331,5,40.8,-81.7,2
53332,7,41.03,-82.02,0
53333,6,42.95,-84.22,1
53334,6,41.2452,-84.0358,1
53335,6,44.97,-84.37,1
53336,7,43.6,-84.77,0
53337,6,43.6,-83.17,1
53338,6,43.58,-83.93,3
53339,6,43.58,-83.92,2
53340,6,41.2976,-84.0059,1
53341,6,43.17,-84.57,2
53342,7,45.23,-83.95,2
53343,7,40.6,-82.12,1
53344,6,44.35,-83.93,1
53345,6,41.3008,-83.9923,0
53346,6,42.93,-83.8,0
53347,7,43.13,-82.8,1
53348,6,41.298,-83.9855,0
53349,7,41.47,-84.57,2
53350,6,41.5,-83.6,0
53351,8,43.37,-83.58,2
53352,7,42.52,-83.73,4
53353,7,43.15,-82.58,1
53354,6,40.4975,-84.2966,0
53355,7,41.92,-84.65,1
53356,8,43.0,-83.77,2
53357,9,43.0,-84.18,2
53358,8,44.33,-84.67,1
53359,7,41.4,-81.6,1
53360,11,42.4,-83.1,3
53361,8,43.1,-83.38,1
53362,8,43.45,-83.67,0
53363,6,41.3,-82.2,1
53364,8,42.42,-83.8,2
53365,5,41.18,-83.8,0
53366,9,41.9,-83.47,2
53367,6,41.75,-84.77,1
53368,9,42.7,-84.53,1
53369,5,41.72,-83.7,1
53370,8,42.0,-83.95,0
53371,5,40.6,-83.35,1
53372,9,43.37,-82.82,1
53373,5,41.4,-83.47,0
53374,5,41.5,-83.7,0
53375,5,44.18,-84.2,0
53376,4,41.48,-84.55,1
53377,6,41.7,-84.2,1
53378,5,41.6,-83.2,0
53379,7,41.98,-84.7,2
53380,5,41.0,-81.9,0
53381,7,42.12,-83.58,3
53382,5,43.73,-82.62,1
53383,8,41.3,-82.6,0
53384,7,41.6,-84.0,1
53385,4,41.1,-83.7,0
53386,7,41.12,-83.67,1
53387,5,41.23,-81.83,1
53388,5,40.67,-82.9,2
53389,7,42.3,-84.33,1
53390,6,41.1,-83.2,1
53391,6,40.97,-83.98,1
53392,6,42.25,-84.33,2
53393,6,41.4,-83.47,1
53394,7,44.93,-84.7,1
53395,8,40.87,-82.3,1
53396,7,40.7,-82.1,1
53397,8,45.47,-84.27,0
53398,8,40.5,-83.18,2
53399,8,41.67,-81.33,0
53400,8,45.47,-84.25,0
53401,4,41.3,-81.5,1
